24482,174,6762,10481,10318,
18106,6453,3356,10481,10318,
38880,3491,3549,10481,10318,
133165,4637,6762,10481,10318,
18106,4657,3356,10481,10318,
6762,10481,10318,
18106,6453,6762,10481,10318,
38880,6939,6762,10481,10318,
18106,4657,6762,10481,10318,
133165,4637,3356,10481,10318,
38880,3491,6762,10481,10318,
24482,6453,3356,10481,10318,
24482,2914,6762,10481,10318,
